contrast_name,annotation,Test description,Reference description,Experiment_id,Data source,Platform
GSM91356.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.SAUTON:+1,test_GSE3999_H37Rv_grown_on_sauton_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91353.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_ROLLING:+1_SHAKING:-1,test_GSE3999_H37Ra_grown_on_7H9_media_rolling,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91358.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.SAUTON:+1,test_GSE3999_H37Rv_grown_on_sauton_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91325.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.SAUTON:+1,test_GSE3999_H37Ra_grown_on_sauton_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91327.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.YOUMAN:+1,test_GSE3999_H37Rv_grown_on_youman_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91329.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.DUBOS:+1,test_GSE3999_H37Ra_grown_on_dubos_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91360.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.SAUTON:+1,test_GSE3999_H37Rv_grown_on_sauton_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91338.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.YOUMAN:+1,test_GSE3999_H37Ra_grown_on_youman_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91339.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.YOUMAN:+1,test_GSE3999_H37Ra_grown_on_youman_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91340.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.YOUMAN:+1,test_GSE3999_H37Ra_grown_on_youman_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91344.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:+1,test_GSE3999_H37Rv_grown_on_dubos_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91324.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.SAUTON:+1,test_GSE3999_H37Ra_grown_on_sauton_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91362.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.SAUTON:+1,test_GSE3999_H37Rv_grown_on_sauton_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91352.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:+1,test_GSE3999_H37Rv_grown_on_dubos_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91335.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_ROLLING:+1_SHAKING:-1,test_GSE3999_H37Ra_grown_on_7H9_media_rolling,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91326.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.SAUTON:+1,test_GSE3999_H37Ra_grown_on_sauton_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91346.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:+1,test_GSE3999_H37Rv_grown_on_dubos_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91350.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1,test_GSE3999_H37Ra_grown_on_7H9_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91354.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1,test_GSE3999_H37Ra_grown_on_7H9_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91361.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ROLLING:+1_SHAKING:-1,test_GSE3999_H37Rv_grown_on_7H9_media_rolling,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91337.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.YOUMAN:+1,test_GSE3999_H37Rv_grown_on_youman_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91349.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_ROLLING:+1_SHAKING:-1,test_GSE3999_H37Ra_grown_on_7H9_media_rolling,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91363.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.SAUTON:+1,test_GSE3999_H37Ra_grown_on_sauton_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91348.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:+1,test_GSE3999_H37Rv_grown_on_dubos_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91336.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_ROLLING:+1_SHAKING:-1,test_GSE3999_H37Ra_grown_on_7H9_media_rolling,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91332.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.DUBOS:+1,test_GSE3999_H37Ra_grown_on_dubos_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91330.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.YOUMAN:+1,test_GSE3999_H37Rv_grown_on_youman_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91345.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1,test_GSE3999_H37Rv_grown_on_7H9_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91355.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1,test_GSE3999_H37Ra_grown_on_7H9_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91333.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.DUBOS:+1,test_GSE3999_H37Ra_grown_on_dubos_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91357.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ROLLING:+1_SHAKING:-1,test_GSE3999_H37Rv_grown_on_7H9_media_rolling,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91328.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.YOUMAN:+1,test_GSE3999_H37Rv_grown_on_youman_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91341.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.YOUMAN:+1,test_GSE3999_H37Ra_grown_on_youman_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91347.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1,test_GSE3999_H37Rv_grown_on_7H9_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91351.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1,test_GSE3999_H37Ra_grown_on_7H9_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM71962.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9802826:+1,test_GSE3201_strain_9802826,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71954.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.M3061a:+1,test_GSE3201_strain_M3061a,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71958.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_TEMPERATURE:37°C,test_GSE3201_strain_H37Rv,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71955.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.1843:+1,test_GSE3201_strain_1843,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71975.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.1006:+1,test_GSE3201_strain_1006,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71952.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9700665:+1,test_GSE3201_strain_9700665,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71982.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.H37Ra:+1,test_GSE3201_strain_H37Ra,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71948.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9802501:+1,test_GSE3201_strain_9802501,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71960.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.H37Ra:+1,test_GSE3201_strain_H37Ra,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71967.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.3160:+1,test_GSE3201_strain_3160,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71983.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9700665:+1,test_GSE3201_strain_9700665,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71949.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.CDC1551:+1,test_GSE3201_strain_CDC1551,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71950.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9802501:+1,test_GSE3201_strain_9802501,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71953.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.CDC1551:+1,test_GSE3201_strain_CDC1551,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71974.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.3160:+1,test_GSE3201_strain_3160,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71957.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.CDC1551:+1,test_GSE3201_strain_CDC1551,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71973.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.1843:+1,test_GSE3201_strain_1843,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71987.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.M3061a:+1,test_GSE3201_strain_M3061a,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71990.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_TEMPERATURE:37°C,test_GSE3201_strain_H37Rv,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71947.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9800608:+1,test_GSE3201_strain_9800608,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71945.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9800608:+1,test_GSE3201_strain_9800608,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71959.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.H37Ra:+1,test_GSE3201_strain_H37Ra,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71969.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.1843:+1,test_GSE3201_strain_1843,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71951.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9800608:+1,test_GSE3201_strain_9800608,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71968.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.2154:+1,test_GSE3201_strain_1254,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71956.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9802826:+1,test_GSE3201_strain_9802826,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71979.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.1006:+1,test_GSE3201_strain_1006,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71972.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.H37Ra:+1,test_GSE3201_strain_H37Ra,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71985.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.M3061a:+1,test_GSE3201_strain_M3061a,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71964.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.2154:+1,test_GSE3201_strain_1254,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71943.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9802501:+1,test_GSE3201_strain_9802501,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71978.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.1006:+1,test_GSE3201_strain_1006,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71961.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9802826:+1,test_GSE3201_strain_9802826,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71963.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.2154:+1,test_GSE3201_strain_1254,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71944.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9800608:+1,test_GSE3201_strain_9800608,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71981.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9700665:+1,test_GSE3201_strain_9700665,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71984.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.CDC1551:+1,test_GSE3201_strain_CDC1551,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71989.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_TEMPERATURE:37°C,test_GSE3201_strain_H37Rv,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71970.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.3160:+1,test_GSE3201_strain_3160,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71977.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.1006:+1,test_GSE3201_strain_1006,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71971.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9802826:+1,test_GSE3201_strain_9802826,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71976.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.2154:+1,test_GSE3201_strain_1254,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71965.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.3160:+1,test_GSE3201_strain_3160,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71966.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.1843:+1,test_GSE3201_strain_1843,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71946.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9802501:+1,test_GSE3201_strain_9802501,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71980.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.9700665:+1,test_GSE3201_strain_9700665,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM71986.ch2-vs-GSM71988.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_TEMPERATURE:37°C_STRAIN.M3061a:+1,test_GSE3201_strain_M3061a,ref_GSE3201_strain_H37Rv,GSE3201,GEO,GPL2787
GSM404398.ch2-vs-GSM404398.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:10mM_H2O2.TIME:40min,test_GSE16146_1254_10.0mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404402.ch2-vs-GSM404402.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:5mM_H2O2.TIME:40min,test_GSE16146_1254_5.0mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404406.ch2-vs-GSM404406.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:50mM_H2O2.TIME:40min,test_GSE16146_1254_50.0mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404407.ch2-vs-GSM404407.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:200mM_H2O2.TIME:40min,test_GSE16146_1254_200mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404408.ch2-vs-GSM404408.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:50mM_H2O2.TIME:40min,test_GSE16146_1254_50.0mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404409.ch2-vs-GSM404409.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:0.5mM_H2O2.TIME:40min,test_GSE16146_1254_0.5mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404412.ch2-vs-GSM404412.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_DETA/NO:0.5mM_DETA/NO.TIME:40min,test_GSE16146_2154_0.5mM_DETA/NO_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404417.ch2-vs-GSM404417.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:0.05mM_H2O2.TIME:40min,test_GSE16146_1254_0.05mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404419.ch2-vs-GSM404419.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:200mM_H2O2.TIME:40min,test_GSE16146_1254_200mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404431.ch2-vs-GSM404431.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:10mM_H2O2.TIME:40min,test_GSE16146_1254_10.0mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404435.ch2-vs-GSM404435.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:50mM_H2O2.TIME:40min,test_GSE16146_1254_50.0mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404436.ch2-vs-GSM404436.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:5mM_H2O2.TIME:40min,test_GSE16146_2154_5.0mM_H2O2_for_4hrs,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404442.ch2-vs-GSM404442.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:0.05mM_H2O2.TIME:40min,test_GSE16146_1254_0.05mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404440.ch2-vs-GSM404440.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:5mM_H2O2.TIME:40min,test_GSE16146_1254_5.0mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404443.ch2-vs-GSM404443.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_DETA/NO:0.5mM_DETA/NO.TIME:40min,test_GSE16146_2154_0.5mM_DETA/NO_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404450.ch2-vs-GSM404450.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:5mM_H2O2.TIME:40min,test_GSE16146_1254_5.0mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404452.ch2-vs-GSM404452.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_H2O2:0.5mM_H2O2.TIME:40min,test_GSE16146_1254_0.5mM_H2O2_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
GSM404458.ch2-vs-GSM404458.ch1,MEDIUM.7H9:1_TEMPERATURE:37°C_OD600:0.15_STRAIN.1254:1_DETA/NO:0.5mM_DETA/NO.TIME:40min,test_GSE16146_2154_0.5mM_DETA/NO_for_40min,ref_GSE16146_1254_control,GSE16146,GEO,GPL8523
